Tool_A_CD,Tool_B_CD
9.26824252593394,10.384254242843609
10.148060138532289,11.339759925259951
10.130527636089944,10.984379712525966
10.002556728321231,11.287717271303377
9.882706433312427,11.177777305154168
9.292314628974793,10.302602993446758
9.78967733861732,10.463891375881818
9.828642741736616,11.248376163073958
9.59886136538919,11.16622215926008
9.919357144166995,10.787459043621512
10.20202542840727,10.87039642998527
10.943092950605266,11.566598937473056
10.08728890641592,10.445057166698502
10.128775195361381,11.128258428702024
9.962777042116917,10.678684408539665
9.040614392350479,10.669391278063669
9.98674306227539,11.459266111192315
10.030115104970513,11.295249809392818
11.231621056242643,11.288105781600384
9.903819517609438,11.583287284292599
10.150773671166807,10.812602304979656
9.982644115147378,11.209171782776979
9.415660981190234,10.613839946043926
10.57141140725751,10.994499811493066
10.375966516343388,10.72191416737939
10.395515973521523,10.858197578995632
9.54530627260263,11.157094215262148
10.70139715546805,10.309067590059918
9.299074468603859,12.055432365411276
10.293428546900135,10.19638957110018
11.095227812904989,10.071486832327361
9.504731837434656,11.494866524100042
9.716851135198613,11.274997616377762
10.04982568254382,11.174471890231294
9.748262172941901,11.177007305558568
9.224668284466933,10.792651936291852
10.034281487403014,10.261647377108503
9.468848143136947,10.845482734916237
10.236796215317591,10.393702973092733
9.540287882883097,11.385071840050651
10.774967202508769,10.711765571098718
9.608373353831881,10.304701681924493
9.838969241897162,10.607168495008205
10.406758608684834,11.047758872565375
9.384567841783023,10.461765268317615
10.113729967302065,10.306667762660142
10.653571377141214,10.946212326895148
9.196258382719385,10.946979942665234
10.092316929266152,10.495834094777322
10.129941397124211,10.517377016629007
10.390911435888656,10.939229962414583
9.381524644560958,9.931149395101606
9.339771693457863,9.955521735374068
10.26097078280845,10.368933467248539
10.148492336616593,10.671931708972892
10.125246425172937,10.986544539358803
10.173224104748488,11.685213730169732
9.659987639210755,11.314595773921212
10.116126848580501,10.704036882021944
10.146536236649341,10.788590275258388
9.642824290986816,10.198482381217316
10.932887255572378,10.788892118404567
10.236916460455895,10.626804816647917
9.404348251398675,10.993631136202854
10.328276804316914,10.303661433868607
9.512659164886339,11.111607908544704
10.393542301871227,11.719643347801547
10.579297789503702,10.734743910925886
9.589658840824145,11.041027033259365
10.48168806462216,11.214086395026667
10.20639046346825,10.559267716868499
10.411030079997245,10.93445548908625
10.948396491326974,10.807555440469077
9.877305941998564,10.8586056591293
9.623131917821254,10.33619412968672
9.555242785187238,10.814706104555366
9.592094857517282,11.09879897474727
9.961449145292947,11.670686164677026
10.170575987408322,11.375562495651124
10.13834539966501,12.091909474506934
10.413591624518013,10.33959146226717
10.006500945938953,11.323392382032408
10.726767038578659,10.910005203443012
9.867671583381021,12.113881759930605
11.36008458329481,10.31502102878691
10.312833673882503,10.296166894691535
9.571421221791859,10.440364412733587
9.464553750969444,9.525662565414116
10.241236207621593,10.484546986991544
9.888268607337075,10.344520403067781
10.357000247046045,10.890236271885724
10.236618812286773,11.005053585466296
9.963585543671563,11.925702503529532
9.576603140965798,11.370254302911631
9.242576387657067,10.453857806602558
9.77674252396649,10.260951197190986
10.428199397161736,11.095151502903905
10.107046872065101,10.007860075787615
9.377130610644006,11.898875259512613
10.08659046292559,11.507664072432773
10.192658689864418,10.518494608737178
9.558071281899434,9.772119282545473
10.076862552972765,11.612323424499248
10.029104359223,10.73127609284843
9.428514851084689,11.542689787184077
